comment_content,comment_time,no_of_likes,comments,sentiments_score,sentiments_class,sentiment_probability
回复@芒果柠檬炒酸奶:就我观察确诊病例来看，大多都是返乡、到武汉出差旅游，不是说没有武汉人，但是500w出逃人数里，武汉本地人肯定占少数，因为一个没有地方住(难道到外地住宾馆？)还有一个情感上不会走，这是从常识得出的结论，因为外地人出走直接回家就可以，成本低，本地人出走经济情感成本高，所以少(我上海的),1月27日 11:34,4.0,回复芒果柠檬炒酸奶观察确诊病例返乡武汉出差旅游说武汉500w出逃人数里武汉本地人肯定占地方住外地住宾馆情感走是从常识结论外地人出走回家成本低本地人出走经济情感成本高少上海,NaN,0,0.87265
回复@乔西quq:我认识的有几个就在武汉买房了，为了孩子上学方便，户口就换武汉籍户口，这些人都不是武汉的才能回他们老家过年啊，他们买的车也是鄂a的牌照啊，蛮正常，,1月27日 11:32,3.0,回复乔西quq几个武汉买房孩子上学户口换武汉籍户口武汉回老家过年买车鄂a牌照,NaN,2,0.772705
谢谢加油，我们一定会好的，希望就在明天,1月27日 11:28,无,谢谢加油希望明天,NaN,2,0.999935
不要再甩锅给“外地人”了，多少各省确诊病例明确写明“武汉人”的,1月27日 11:24,12.0,甩锅外地人各省确诊病例写明武汉,NaN,0,0.999274
回复@小小二宝:不是说甩锅，意思是大部分人的确都是在武汉上学工作正常回家的，并没有那么多武汉本地人恶意跑出去，只是个澄清,1月27日 11:13,4.0,回复小小二宝说甩锅大部分武汉上学工作回家武汉本地人恶意跑出去澄清,NaN,0,0.958776
拉倒吧，多少输入性病人都是武汉出来探亲的。20号以后还到处乱跑的我真服。,1月27日 11:12,6.0,拉倒输入性病武汉探亲20号乱跑真服,NaN,0,0.991015
烦不烦啊，“其实都是外地人”，你武汉人是有多冰清玉洁啊，别的地方我不知道不乱说，我家这边头5例都是明明白白的武汉籍武汉人21号以后逃过来千里送毒的，你们难外省天上掉锅被砸的人不难吗？动不动甩锅，500w里几个是武汉的你们先商量好行不行。,1月27日 11:11,15.0,烦不烦外地人武汉冰清玉洁地方乱说我家头例明明白白武汉籍武汉21号逃千里送毒难外省天上掉锅砸不难甩锅500w里几个武汉先商量行不行,NaN,0,0.999649
别把什么都甩给外地人，打工的不回家还全国全世界的到处旅游吗？,1月27日 10:35,17.0,甩外地人打工回家全国全世界旅游,NaN,0,0.996087
那请问怎么称呼那些人，他们就是武汉人呀，小学的时候我们一群小学生去校外春游，老师就告诉我们要表现好，因为你不是你一个人，你代表的是整个学校的形象，这是我小学就知道的道理，所以很抱歉我们喊武汉人，你也不应该怪我们，我们更无辜,1月26日 23:21,260.0,请问称呼武汉小学一群小学生校外春游老师告诉表现代表学校形象小学道理抱歉喊武汉无辜,NaN,0,0.93418
所以你理所应当的这样责怪所有武汉人？那对于真正没有出逃老老实实待在家充满恐惧的武汉人来说公平吗？你不会说有些两个字？既然说到集体，整个中国不是一个集体吗，还有没人说你不无辜，你只是太自私，或许有一天事情降临到你的头上你就知道你是什么想法了,1月26日 23:31,257.0,理所应当责怪武汉出逃在家充满恐惧武汉公平说两个字说集体中国集体没人说无辜太自私事情降临到头上想法,NaN,0,0.999942
在武汉就是武汉人？你去趟日本你也是日本人？你约个炮也是鸡？,1月26日 23:47,189.0,武汉武汉趟日本日本约炮鸡,NaN,0,0.974362
那是吧120万在武汉读书的大学生都送给我们武汉，你们不要了？还是把出来务工的你们老乡也一起送我们你们不要了？,1月26日 23:44,171.0,120万武汉读书大学生送给武汉务工老乡送,NaN,0,0.996843
我们的确无辜。但没有谁不谁没有更无辜好吗？大家都是被牵连的，不吃野味的武汉人受感染了，他们也是被牵连的？就因为他们是武汉人所以我们就比武汉得感染的人要无辜？什么道理。还什么武汉一人代表武汉整个形象？你承认你在杠吧,1月26日 23:37,144.0,无辜无辜牵连不吃野味武汉人受感染牵连武汉武汉感染无辜道理武汉一人代表武汉形象承认杠,NaN,0,0.99998
不不不，你要相信，他们大部分还真不是武汉人，大过年大部分都是回家的。学生都有百万，更别说打工的。分清楚哦～,1月26日 23:49,111.0,大部分真武汉大过年大部分回家学生百万打工分,NaN,0,0.997959
那个，我是中国人，请问一下你也是中国人吗？,1月26日 23:52,93.0,中国请问中国,NaN,0,0.990074
那按照你的逻辑中国人被法国人骂也是活该？,1月26日 23:34,100.0,逻辑中国法国人骂活该,NaN,0,0.99994
的确就是这样啊，在世界其他国家的人看来就是中国人现在得了这个肺炎，中国人非常危险。现在中国都差点被世界贸易组织列入疫情国，你知道这对中国会有多大的损失吗？就是因为武汉人吃野味引起的。现在在外国人眼里就是中国人乱吃东西并且乱跑，在他们眼里的确我们是一体的。,1月26日 23:50,80.0,世界国家中国肺炎中国危险中国差点世界贸易组织列入疫情国中国损失武汉吃野味外国人眼里中国人乱吃东西乱跑眼里一体,NaN,0,0.952905
我觉得湖北省现在留着的百姓都不该被责怪…,1月26日 23:57,64.0,湖北省留着百姓不该责怪,NaN,0,0.959213
你好咯，吃野味把疫情传染到世界的中国人,1月26日 23:44,44.0,你好咯吃野味疫情传染世界中国,NaN,2,0.638102
但是我们这边输入的病毒都是武汉户籍呀而且还是爆发以后知道有病还连夜赶来送毒的都是武汉户籍不叫他们武汉人叫啥呀,1月27日 03:45,39.0,输入病毒武汉户籍爆发有病连夜赶来送毒武汉户籍武汉,NaN,0,0.847627
在武汉就是武汉人？你去趟日本你也是日本人？你约个炮也是鸡？,1月27日 00:02,30.0,武汉武汉趟日本日本约炮鸡,NaN,0,0.974362
恕我直言一概而论的人都没有妈妈,1月27日 01:41,31.0,恕我直言一概而论妈妈,NaN,0,0.989046
你可以称呼那些人为憨批,1月27日 00:04,27.0,称呼人为憨批,NaN,2,0.710025
开地图炮真的没意思，哪里的人都是有好有坏，我真的真的不能理解把500万离开武汉的人看作丧尸出逃的那些憨批。武汉这么大，肯定有一小部分自私且无知的垃圾，但绝大多数都是900万坚守家乡的武汉人,1月26日 23:46,238.0,开地图炮真的没意思有好有坏真的真的理解500万离开武汉看作丧尸出逃憨批武汉肯定一小部分自私无知垃圾绝大多数900万坚守家乡武汉,NaN,0,0.999779
开地图炮真的没意思，哪里的人都是有好有坏，我真的真的不能理解把500万离开武汉的人看作丧尸出逃的那些憨批。武汉这么大，肯定有一小部分自私且无知的垃圾，但绝大多数都是900万坚守家乡的武汉人,1月26日 23:46,238.0,开地图炮真的没意思有好有坏真的真的理解500万离开武汉看作丧尸出逃憨批武汉肯定一小部分自私无知垃圾绝大多数900万坚守家乡武汉,NaN,0,0.999779
不知情就返乡的人员回到自己家乡自己自觉隔离就好了，恶意逃离的我是真的想口吐芬芳，还有的憨批24号25号还跑出来，我就想抽死这群人了，但也没必要开地图炮，报导出来的虽然不少，但是人老老实实在家的更多。,1月31日 08:42,无,不知情返乡人员回到家乡自觉隔离恶意逃离真的想口吐芬芳憨批24号25号跑想抽死这群人开地图炮报导出来在家,NaN,0,0.998073
如果不封城武汉有100万人就不错了一颗老鼠屎坏了整个湖北一锅粥,1月28日 15:48,无,不封城武汉100万人不错一颗老鼠屎坏湖北一锅粥,NaN,0,0.990249
回复@Gustinnn-:怀疑楼主打错字了，不应该是武憨人？,1月27日 22:46,无,回复Gustinnn怀疑楼主打错字武憨人,NaN,0,0.994548
回复@Gustinnn-:没有不承认武汉有垃圾。但是不接受500万人离开武汉都是武汉人出逃，这是谣言，这些人里确实是外来人员返乡居多，不是谁在狡辩。我们可以被骂，不想被莫须有的骂,1月27日 22:12,无,回复Gustinnn承认武汉垃圾接受500万人离开武汉武汉出逃这是谣言人里确实外来人员返乡居多狡辩骂不想莫须有骂,NaN,0,0.997846
回复@Gustinnn-:自私的人的确不分籍贯，所以没必要重复那么多次武汉人。谁都改变不了他们的籍贯。各个城市都有垃圾，那有什么办法？,1月27日 15:49,1.0,回复Gustinnn自私分籍贯重复武汉改变籍贯城市垃圾那有办法,NaN,0,0.999317
回复@Gustinnn-:要是你在骂的时候说他们的时候，重点在于他们的行为不对，而不是他们的户籍就不会有我们这种人来回你了,1月27日 15:47,无,回复Gustinnn骂说重点户籍来回,NaN,0,0.999756
回复@宋芮颖:那不好意思我们完全讨论的不是一回事儿你说的没什么不对但和我说的有什么关系吗？,1月27日 15:45,无,回复宋芮颖不好意思讨论一回事儿说没什么说关系,NaN,0,0.996636
回复@Gustinnn-:是你们认为我们和他们撇清关系，他们是武汉人，说的像我们能改变他们的户籍一样。我们要宣扬的就是，不要做那种人，而不是不要做武汉人。这是重点。,1月27日 15:32,无,回复Gustinnn撇清关系武汉说改变户籍宣扬做那种做武汉这是重点,NaN,0,0.998414
回复@Gustinnn-:他们错的是做法，又不是生在武汉。,1月27日 15:29,无,回复Gustinnn错做法生武汉,NaN,0,0.987653
回复@Gustinnn-:我的意思是重点不是武汉人这个词儿，是他们乱跑自私自利，所有的重点都在于他们乱跑，武汉人是个大概念，你不能只看大概念。乱跑的当然也是武汉人，但你骂人的时候说他们的时候，重点应该是他们自私自利，而不是他们的武汉户籍。,1月27日 15:28,无,回复Gustinnn重点武汉词儿乱跑自私自利重点乱跑武汉概念概念乱跑武汉骂人说重点自私自利武汉户籍,NaN,0,0.999548
回复@Gustinnn-:第一条就画地图直指武汉人，后来更说都是武汉籍贯人得病，特么还不是500骂900？我看新闻怎么是说武汉出发？好好去看看大数据网，看看其他新闻再评论。五百万人本来就是正常的流动人口，武汉有百万大学生和数不尽的农民工。没有人告诉他们这个病毒会人传人，不要离开武汉。说人传人就封城退票，还不行？,1月27日 12:22,无,回复Gustinnn第一条画地图直指武汉说武汉籍贯得病特么500骂900新闻说武汉出发好好数据网新闻评论五百万本来流动人口武汉百万大学生数不尽农民工告诉病毒会人传人离开武汉说传人封城退票不行,NaN,0,0.999537
然而还有1月25号逃到上海的武汉人，抱怨上海没人伺候以及上海饭难吃的，然而还有明知道自己有病确诊的满世界跑报复社会心理的，然而太多了，也许武汉有原谅的理由，但是太多太多把同情心磨的越来越少,1月26日 23:55,192.0,月25号逃到上海武汉抱怨上海伺候上海饭难吃明有病确诊世界跑报复社会心理太多也许武汉原谅理由太多太多同情心磨越来越少,NaN,0,0.928305
然而还有1月25号逃到上海的武汉人，抱怨上海没人伺候以及上海饭难吃的，然而还有明知道自己有病确诊的满世界跑报复社会心理的，然而太多了，也许武汉有原谅的理由，但是太多太多把同情心磨的越来越少,1月26日 23:55,192.0,月25号逃到上海武汉抱怨上海伺候上海饭难吃明有病确诊世界跑报复社会心理太多也许武汉原谅理由太多太多同情心磨越来越少,NaN,0,0.928305
这女的我也看到了现在么微博删掉了超级不要脸逃到上海住宾馆还要挑三拣四盒饭30块一份还嫌贵帮帮忙回武汉去吧还在网上秀智商笑死人,1月28日 00:38,4.0,这女微博删掉超级不要脸逃上海住宾馆挑三拣四盒饭30块一份嫌贵帮帮忙回武汉网上秀智商笑死人,NaN,0,0.999934
回复@请叫我机智泳:图片评论¡评论配图,1月27日 11:56,3.0,回复请机智泳图片评论¡评论配图,NaN,NaN,NaN
回复@叶青林奇快点在一起:图片评论¡评论配图,1月27日 11:55,3.0,回复叶青林奇快点图片评论¡评论配图,NaN,NaN,NaN
回复@摆在桌旁的女朋友:诶呦，你看看我们北京，都是湖北籍的别洗了,1月27日 10:27,7.0,回复摆在桌旁女朋友诶呦北京湖北籍洗,NaN,0,0.556878
回复@摆在桌旁的女朋友:出来的自己隔离好也不会说了，就是那几个晒自己发烧逃出来，还沾沾自喜到处播种的人，感觉脑子被烧傻了，大过年的都不想这样，都想着团聚，哎就因为那么几个人，我现在最着急的应该是我人回绍兴了，但是我的猫还在杭州，当初因为没买到猫砂盆没带回家，现在好担心。最该骂得应该是吃野生动物的,1月27日 07:24,2.0,回复摆在桌旁女朋友隔离说几个晒发烧逃出来沾沾自喜播种感觉脑子烧傻大过年不想想着团聚几个着急回绍兴猫杭州当初没买猫砂盆带回家担心最该骂吃野生动物,NaN,0,0.99943
回复@一只佳佳君:是啊。越是这样越严重，人心惶惶。而且把武汉人推到了风口浪尖。现在我在外地住酒店，餐馆什么全都关门了，之前连酒店看到我身份证都不让住，最后报警做了报备，核实了信息才让住的，不知道要这样住多久，花钱不说，人受不鸟。,1月27日 07:17,1.0,回复一只佳佳君越人心惶惶武汉推到风口浪尖外地住酒店餐馆关门酒店身份证不让住报警做报备核实信息住住多久花钱不说人受不鸟,NaN,0,0.999994
回复@摆在桌旁的女朋友:提前说感觉就是在给一些人机会跑出去，然后留在城里的人刷着微博心塞塞的，都是那么几个人坏了一锅好粥,1月27日 07:11,1.0,回复摆在桌旁女朋友提前说感觉机会跑出去留在城里刷微博心塞塞几个人坏一锅粥,NaN,0,0.988791
回复@摆在桌旁的女朋友:我觉得我是个还蛮理智的人，但是微博评论看着看着我有时候也失了智，总想说点什么，但是不会骂人，怕一说话就被喷的体无完肤，最后憋的全是内伤。都这个时候了，大家还说这种让人心寒的话真的很不应该。不能以偏概全，我有朋友是武汉人，还没有提封城之前他回家了，还提前请了一个月假就怕疫情严重。,1月27日 07:03,2.0,回复摆在桌旁女朋友理智微博评论看着看着有时候失智总想说点骂人说话喷体无完肤憋全是内伤说心寒真的以偏概全朋友武汉提封城回家提前请一个月假疫情,NaN,0,0.999676
回复@摆在桌旁的女朋友:其实骂也没用，那些连夜出逃的，查出来还报复社会的，并不会因为你骂他而觉得自己做错了。我也本来想做个喷子的，杭州在不知情况的时候，被空投了好几百个武汉连夜逃出的，还有发烧嗑药逃检查的机上还有好几百个本地人直到下飞机隔离前都不知情，后来想想相信zf会处理好的，我呆在家里不添乱就可以了。,1月27日 06:51,4.0,回复摆在桌旁女朋友骂没用连夜出逃查出来报复社会骂做错本来想做喷子杭州不知情况空投好几百个武汉连夜逃出发烧嗑药逃检查机上好几百个本地人飞机隔离前不知情想想zf呆家里添乱,NaN,0,0.987742
【注意】：楼主说武汉人之前有个修饰词，这才是最重要的,1月27日 06:38,无,楼主说武汉有个修饰词这才,NaN,2,0.583299
所以某评论的意思是那些逃到北上广深的都是回乡的？有必要抛弃一线城市去武汉工作？脑子呢还学人洗地,1月27日 06:38,21.0,评论逃北上广深回乡抛弃一线城市武汉工作脑子学人洗,NaN,0,0.99795
我们并不责怪武汉人，我们责怪的是那些明知道疫情严重还要到处乱跑的武汉人。因为内蒙古确诊的这七例大部分是武汉籍。你们也很难过了，我们都加油。,1月26日 23:41,170.0,责怪武汉责怪明疫情乱跑武汉内蒙古确诊这七例大部分武汉籍难过加油,NaN,0,0.859886
我们并不责怪武汉人，我们责怪的是那些明知道疫情严重还要到处乱跑的武汉人。因为内蒙古确诊的这七例大部分是武汉籍。你们也很难过了，我们都加油。,1月26日 23:41,170.0,责怪武汉责怪明疫情乱跑武汉内蒙古确诊这七例大部分武汉籍难过加油,NaN,0,0.859886
我们省确诊的至少有一半是武汉籍，甚至还有几个22、23号自驾游的，现在省内很多武汉车在流窜，我家附近的酒店就跑来了十几口武汉人被举报隔离了，看到他们这样甩锅给外地人真无语一直以来我不喜欢上升整个群体，骂也只骂那些带毒跑路传播的垃圾，但现在看到一堆武汉人甩锅给外地人真心觉得烦躁。,1月27日 03:03,47.0,省确诊至少一半武汉籍几个2223号自驾游省内武汉车流窜我家酒店跑十几口武汉举报隔离甩锅外地人真无语喜欢群体骂骂带毒跑路传播垃圾一堆武汉甩锅外地人真心烦躁,NaN,0,0.997872
我刚被他们省的一个人骂完，虽然说不能以偏概全的说都是武汉人，我把政府公文给他发图发过去，她问我内蒙古染了几个你就来这里叫嚣，你们有我们严重吗？你们就活该被传染，真的，我听了真的心都寒了，这是人说的话？？？？,1月27日 04:18,32.0,我刚省骂完说以偏概全说武汉政府公文发图发问内蒙古染几个叫嚣活该传染真的听真的心寒说,NaN,0,0.999998
这两天来内蒙的武汉人，我一个都没办法原谅，什么借口都说不通，就是坏,1月27日 00:51,27.0,两天内蒙武汉办法原谅借口说不通坏,NaN,0,0.989418
大部分武汉人还是可爱的，但我讨厌他们给逃跑的人维护清白,1月27日 00:17,29.0,大部分武汉可爱讨厌逃跑维护清白,NaN,0,0.855716
被骂完以后的聊天记录删了，她还在微博里骂内蒙人，这素质真的是令人发指¡评论配图,1月27日 04:46,16.0,骂完聊天记录删了微博里骂内蒙素质真的令人发指¡评论配图,NaN,NaN,NaN
尤其那些23号封城之前跑了，还发朋友圈“逃离武汉”的,1月27日 02:37,18.0,23号封城跑还发朋友圈逃离武汉,NaN,0,0.704959
都差不多，我们吉林这肯定也有，就是没爆发呢，等过几天了准露出来，这段时间别出门了，别听武汉人说什么出去的500万人都是外地学生，务工的，等人数稳定下来都揪出来了，没个10万也得有1万，1万里面要是1000个带病的，哼哼，不说了,1月27日 01:06,10.0,吉林肯定爆发几天准露出段时间出门听武汉说500万人外地学生务工人数稳定下来揪出来没个10万万万1000带病哼哼说,NaN,0,0.927121
还有那些专挑没有病例的城市去的人,1月27日 08:51,8.0,专挑病例城市,NaN,0,0.863447
咱们内蒙好惨……我一个孕妇现在产检战战兢兢，同时还因为疫情，单位开始紧急加班。满洲里零下四十度“自驾游”，锡盟的病例逛超市、坐公交去医院，鄂尔多斯的下了飞机坐高铁、坐完高铁打车直奔医院……简直气炸！,1月27日 15:33,2.0,内蒙好惨孕妇产检战战兢兢疫情单位紧急加班满洲里零下四十度自驾游锡盟病例逛超市坐公交医院鄂尔多斯飞机坐高铁坐完高铁打车直奔医院气炸,NaN,0,0.948824
我也内蒙滴！可以理解他们这两天所说的恐慌，但是真的没办法原谅，为了自己活命害的别人有生命危险,2月10日 13:37,1.0,内蒙滴理解两天所说恐慌真的办法原谅活命害生命危险,NaN,0,0.987558
是这个意思很多武汉人一直在纠结其实流动走的大多数是在武汉读书工作的大学生和务工人员，但是对这批人我们怪不起来，他们是在不知情的情况下离开的，这是政府的锅，我们责怪的是20号以后跑出来的人，当然他们也只是武汉人中的一小部分，坚持留在武汉的大家还是都辛苦了。,1月27日 22:56,无,武汉纠结流动走武汉读书工作大学生务工人员批人不知情情况离开这是政府锅责怪20号跑武汉人中一小部分留在武汉辛苦,NaN,0,0.81057
对武汉籍的多,1月27日 22:15,无,武汉籍,NaN,2,0.969476
是我我也会跑，生命面前谁管的了那么多，其实武汉的医院根本接待不了那么多病患，我看过一段视频，去援助的医生在那崩溃的哭，什么医用物资都用完了，病人都在求你,1月27日 00:22,无,跑生命面前武汉医院接待病患看过一段视频援助医生崩溃哭医用物资完病人求,NaN,0,0.996921
桂林的病人也大部分是武汉人,1月27日 15:21,3.0,桂林病人大部分武汉,NaN,2,0.753012
跟那些染病隔离的人说道歉吧千里全国送毒可厉害了我家十八线外小城市今天为止都有八例了明知道有疫情还跑来旅游的人真狠毒别跟我扯不知道不知道严重性在我看来就是罪人对了还有一大群武汉车堵在我们粤西这边人,1月26日 23:35,171.0,染病隔离说道歉千里全国送毒厉害我家十八线外城市八例明疫情跑旅游真狠毒别跟我扯严重性在我看来罪人一大群武汉车堵粤西,NaN,0,0.989787
跟那些染病隔离的人说道歉吧千里全国送毒可厉害了我家十八线外小城市今天为止都有八例了明知道有疫情还跑来旅游的人真狠毒别跟我扯不知道不知道严重性在我看来就是罪人对了还有一大群武汉车堵在我们粤西这边人,1月26日 23:35,171.0,染病隔离说道歉千里全国送毒厉害我家十八线外城市八例明疫情跑旅游真狠毒别跟我扯严重性在我看来罪人一大群武汉车堵粤西,NaN,0,0.989787
人家层主说的是那帮明知有疫情还千里送毒祸害全世界的人，又没说你们这帮留守武汉和早期不明真相的，一个两个急着出来找什么存在感呢？因为这些人我们全国人跟着受罪，还不许我们埋怨两句了？,1月27日 00:01,42.0,层主说帮明知疫情千里送毒祸害全世界说这帮留守武汉早期不明真相两个急找感全国跟着受罪不许埋怨两句,NaN,0,0.999942
我们城市确诊的那几个都是武汉户籍的，千里送毒啊,1月27日 00:08,23.0,城市确诊几个武汉户籍千里送毒,NaN,2,0.764424
我们无辜在家隔离的市民非常感谢各省同胞的援助，但是我们不应为这些道歉，因为我们也是受害者，没做过伤害同胞的事。该道歉的是他们。但是我们感谢你们。,1月26日 23:50,24.0,无辜在家隔离市民非常感谢各省同胞援助应为道歉受害者做伤害同胞事道歉感谢,NaN,0,0.995453
众所周知，有鄂A牌照不一定是武汉人。,1月26日 23:50,16.0,众所周知鄂牌照武汉,NaN,2,0.613448
捂汗人把捂汗摘的一干二净。大概海鲜的野味市场是给全国各地的人准备的，不是给武汉本地人,1月27日 07:45,11.0,捂汗捂汗摘一干二净海鲜野味市场全国武汉本地人,NaN,0,0.744539
我也觉得并不是说不知道严重性就没有错了我们这大老远的多个几十例招谁惹谁了啊？我们几百万人承受这样的风险就体谅那一个乱跑的？？？得了吧没骂她都不错了,1月27日 12:45,6.0,说严重性错大老远多个几十例招惹几百万承受风险体谅乱跑得了吧没骂不错,NaN,0,0.563115
选择留下的也要怪罪吗？他们明明有机会成为你口中的罪人,1月26日 23:56,5.0,选择留下怪罪明明机会口中罪人,NaN,0,0.998349
我说的没精神力气是因为博主说的就是大部分现在还在武汉人的心里话，有歉意有感谢我们自己也很怕，政令一天一个样，我们都乖乖在家里不知道什么时候弹尽粮绝或者死到临头，再看评论，我除了祝他们身体健康不病不灾还能怎么样？你看看武汉市内现在有多少住不进医院在家等死的，我们又做错了什么？,1月27日 01:14,6.0,说精神力气是因为博主说大部分武汉心里话歉意感谢政令一个样乖乖家里弹尽粮绝死到临头评论祝身体健康不病不灾武汉市住不进医院在家死做错,NaN,0,0.988617
我祝你不生病也错了？？？？,1月27日 00:16,3.0,我祝生病错,NaN,0,0.999496
跑过来送病毒还要供着这帮“菩萨”,1月27日 11:10,1.0,跑过来送病毒供着这帮菩萨,NaN,0,0.638989
我家这边十八线的小县城好像要封城了客运车辆，公交取消营运幼儿园关停娱乐场所关停,1月27日 08:22,1.0,我家十八线县城好像封城客运车辆公交取消营运幼儿园关停娱乐场所关停,NaN,0,0.985032
小声点，说了就是地域黑地图炮呢,2月6日 15:09,无,小声点说地域黑地图炮,NaN,0,0.985412
